great,fun,war,hilarious,matrix,life,good,performance,quite,terrific,excellent,truman,memorable,perfect,trek,frank,job,solid,wonderful,town,mulan,alien,entertaining,definitely,true,portray,wonderfully,deserve,enjoy,perfectly,pace,titanic,mamet,beautiful,especially,robocop,command,america,horror,simple,realistic,flynt,effective,right,fantastic,outstanding,chemistry,artist,twister,argento,fine,political,mummy,ideal,american,era,shine,sweet,stuart,small,wahlberg,remember,truth,view,cameron,edge,chan,damon,ash,bit,tarantino,mulder,violence,sidney,flaw,tucker,gibson,present,personal,culture,private,bond,shrek,ben,pulp,spielberg,austin,refreshing,grease,pron,jackie,october,delightful,different,surprisingly,nthankfully,coen,sky,stiller,people,bad,waste,plot,suppose,attempt,bore,script,fail,stupid,minute,boring,nunfortunately,lame,nif,tv,poor,try,dull,ridiculous,talk,awful,subplot,talent,terrible,west,harry,mess,charlie,carpenter,ni,like,nwhy,badly,filmmaker,nand,interesting,annoying,gag,guess,nat,problem,nnot,flat,dialogue,bland,joke,look,reason,poorly,insult,virus,idea,godzilla,hole,patch,eve,pointless,promise,nhere,think,remake,lack,julie,material,explain,care,wear,woman,sex,cheap,laughable,jakob,paul,point,unfortunately,max,wait,lynch,whatsoever,nmaybe,ntoo,career,potential,maybe,fall,joan,garbage,forget,chuckle,sport,thought,seagal,appear,director,clich,batman,lifeless,devil,spawn,eddie,*label*
0.0,0.08226093264843397,0.0,0.0,0.0,0.0,0.0,0.0,0.07976302214925846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2914843257536303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8463764059772821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18121067439426108,0.11430567463287895,0.10159544232339313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07378171252890728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05692278025510404,0.04267108778570964,0.0,0.0,0.0,0.2319790823640735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16102279705314534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18167096817367442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07796405955842516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24037251992538594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5886059750540168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35300154980485376,0.0,0.24377520770534505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22257953632458075,0.3106262432354026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17477207826167296,0.0,0.0,0.0,0.0,0.0,0.0,0.2882804127801039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31119826232456876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23495119611444856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.029819005060066836,0.03842040817664503,0.0,0.0,0.0,0.028622422745424675,0.0,0.056952458161729926,0.07450749145951066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08540268408015984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05685051930325527,0.0,0.0,0.0,0.0,0.0,0.0680696559836648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05798932058818825,0.0,0.0,0.0,0.0,0.0,0.0,0.03778110578485519,0.0,0.0,0.0,0.0,0.0523984242163849,0.0,0.0,0.044678672919485796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6689770547296621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05470937352872813,0.0860271012556825,0.0,0.0,0.03464093030399777,0.0,0.0,0.03446014310884995,0.0,0.0,0.0,0.03449612898120246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04695215698722477,0.0,0.0,0.0,0.0,0.0,0.0,0.13293044350088595,0.0797190382985344,0.0,0.0,0.0,0.054173535030063474,0.0,0.0,0.0,0.0,0.08590118783377486,0.0,0.044678672919485796,0.0,0.0,0.0,0.0,0.0,0.0,0.06440955764108891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056540222329750714,0.0,0.08485039649269936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16827569551681298,0.0,0.6229724216597041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17256048756150602,0.04078745576409195,0.02984551600657659,0.0,0.0,0.0,0.0,0.0,0.0,0
0.029749612891518316,0.0,0.7126463243305472,0.0,0.0,0.028555815158101877,0.09976243170802943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05537233670428341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04036978953037201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03395562513057759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08447288816744566,0.06770886460280101,0.0,0.0,0.0,0.08340831279713416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754440121050705,0.06478277785394959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.591577057594951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272910293408276,0.0,0.0,0.0,0.0,0.0,0.0,0.03437995049162485,0.0,0.04628251107817857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07953352315706692,0.0,0.0,0.0,0.02702373356963177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05142618339369332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042850643068549736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03357681982072792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09588387849401762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.680068171826776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24471221374105953,0.0,0.0,0.0,0.30989419889042263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23783641452667084,0.1782895789247048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23056321960890128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108403366582874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2669949159033397,0.0,0.0,0.0,0.0,0.0,0.0,0
0.07696274842858959,0.0,0.0,0.0,0.0,0.07387437363303907,0.20646966969734065,0.07349704829288443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14108853540199048,0.0,0.0,0.0,0.0,0.0,0.0,0.14673099274631887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078893533517055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541174147456827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7455891275737421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08894150960292536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1510005837648554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10287728039852732,0.0,0.0,0.0,0.06991085282033244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06652020027292081,0.0,0.0,0.16691165619727433,0.0,0.0,0.0,0.0,0.0,0.19024887480920907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538047430602644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13554317572654456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10527228157648663,0.0,0.0,0.33382331239454865,0.0,0.1914947424027864,0.0,0.0,0
0.0718800063307249,0.04630703099253723,0.0,0.0,0.0,0.06899559271000032,0.09641704245215388,0.03432159326718928,0.044900885752289864,0.0,0.0,0.0,0.0,0.0,0.08259479566364722,0.15404025665850535,0.0,0.0,0.06205998448377977,0.0,0.0,0.45780716348655304,0.0,0.0,0.0,0.0,0.0,0.0,0.05146671946278067,0.0,0.0,0.0,0.0,0.11669303675550688,0.0,0.0,0.0,0.0,0.05856467547740615,0.05889685943648543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09107299581346565,0.0,0.0,0.05856467547740615,0.0,0.0,0.0,0.0,0.0,0.06655184861083505,0.0,0.0,0.0,0.0,0.29100664882658894,0.0,0.0,0.0,0.0,0.0,0.6780242578943145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340028899308189,0.0,0.05719097930090703,0.0,0.0,0.13660949372019848,0.06446904387948085,0.16700693296357616,0.0,0.0,0.0415338355493788,0.0,0.0,0.0,0.0,0.0,0.0,0.0337461934073406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024020775366394423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07530090152160353,0.0,0.0,0.0,0.0776310175620307,0.0,0.0,0.04832540987037599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05176713569811076,0.17336779353181977,0.0,0.0,0.0,0.0,0.0,0.1660563140791924,0.0,0.0,0.0,0.0,0.12169076098974854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.09594208067529231,0.06703654032148677,0.0,0.0,0.0,0.0930202336345235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07156724012133958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8663835701757565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04473823908554447,0.0,0.04584632104236339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07775019531280783,0.0,0.0,0.0,0.0,0.09385179206966406,0.0,0.0,0.0,0.0,0.0892299262669509,0.15738317030718119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06680435887469825,0.0,0.0,0.0,0.0453972896926672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630229112939822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09987460022490778,0.0,0.0,0.0,0.0,0.10287593219367588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37304689950600883,0.0,0.0,0
0.11682119667072231,0.2006916081754838,0.5596859139973657,0.0,0.0,0.0,0.0783497028846106,0.07437375707640533,0.048649366937295956,0.0,0.0,0.0,0.07343831212894408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07247895583085921,0.05667161783796335,0.0,0.0,0.0,0.05576333914695653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06381377289497672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06369307457418306,0.0,0.06131444419948866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06842668077274562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346280671758483,0.0,0.0,0.0,0.05560257055499151,0.0,0.0,0.0,0.0,0.0,0.0,0.03485887669742582,0.0,0.07144453089405249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03656344230863966,0.0,0.0,0.0,0.0,0.0,0.06131444419948866,0.0,0.0,0.0,0.07068902269197534,0.0,0.0,0.03471855941641207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05834551963979832,0.0,0.0,0.0,0.0,0.03365684289834956,0.0,0.08411192331318972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036935150125063605,0.0,0.0,0.0,0.0,0.0,0.0,0.07247895583085921,0.0,0.0,0.0,0.0,0.0,0.0,0.043949975485484634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06858000055103244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.052295780264970004,0.07308009494272087,0.10405734217771001,0.0,0.11138940058907522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09407775726929267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09987678652870634,0.0,0.0,0.0,0.07393133871103794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12066133256995049,0.0,0.11456762178448095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10595178452109046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9167116294001062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06296182849189132,0.0,0.0,0.0,0.0,0.0,0.0,0.051156412921246584,0.0,0.0,0.0,0.0,0.0,0.08578587866615102,0.0,0.0,0.0,0.0,0.0,0.0,0.048575211998492185,0.07282698160939742,0.0,0.0,0.08716363905176117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04708974987638559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11630438355172441,0.0,0.0,0.0,0.09103041565773012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10906096670129498,0.0,0.0,0.0,0.0,0.0,0.0,1
